loan_amnt,term_months,interest_rate,annual_inc,dti,open_acc,pub_rec,revol_util,inq_last_6m,delinq_2yrs,emp_length_years,home_ownership,default
14510.0,36,14.22,100068.0,10.46,9,0,80.2,1,0,29,OWN,0
11754.0,60,7.25,67254.0,18.67,6,0,81.32,0,0,10,MORTGAGE,0
7572.0,36,12.04,42206.0,9.58,8,0,45.63,0,0,17,RENT,1
15463.0,36,17.53,116225.0,7.3,4,0,106.96,0,0,23,RENT,0
11158.0,60,20.31,74101.0,16.36,4,0,26.0,0,0,25,RENT,1
15430.0,36,17.12,66095.0,13.25,5,0,26.79,2,0,7,RENT,1
11030.0,36,7.29,116490.0,8.65,5,0,45.45,1,0,12,RENT,0
9502.0,36,13.8,54702.0,17.72,5,1,65.68,0,0,27,OTHER,1
16171.0,36,10.07,60432.0,6.14,3,1,61.08,0,0,29,MORTGAGE,1
15755.0,36,13.14,63077.0,19.0,3,0,0.0,1,0,18,OWN,0
17896.0,36,8.91,30503.0,16.98,7,0,20.89,0,0,24,RENT,1
25929.0,36,5.15,79472.0,0.0,6,0,64.18,1,0,15,OTHER,1
16386.0,36,10.62,47130.0,13.82,7,0,22.78,1,0,19,RENT,0
17425.0,36,14.89,52878.0,21.75,5,1,41.78,0,0,30,RENT,1
9612.0,60,13.15,48867.0,9.49,4,1,53.98,1,0,23,MORTGAGE,1
8565.0,36,13.61,52388.0,22.09,6,0,57.09,1,0,23,MORTGAGE,1
22914.0,36,12.87,44833.0,21.46,4,0,66.52,2,0,25,RENT,1
10383.0,36,13.62,77416.0,9.86,4,0,76.78,1,0,0,RENT,1
9780.0,36,14.12,65332.0,17.9,6,0,60.81,1,0,26,RENT,0
14805.0,36,10.9,71440.0,24.6,4,0,14.31,0,0,18,RENT,0
14549.0,36,12.33,140614.0,10.99,8,0,59.66,3,0,17,RENT,0
10487.0,36,18.97,65333.0,16.35,3,0,72.04,2,0,29,MORTGAGE,0
13475.0,36,12.57,88148.0,27.2,9,0,56.34,3,0,21,RENT,0
21147.0,36,12.17,91562.0,11.14,6,0,77.24,0,0,18,MORTGAGE,0
10970.0,60,12.41,68114.0,21.67,3,1,50.94,0,0,30,MORTGAGE,1
8032.0,60,11.13,78214.0,9.37,6,0,41.83,2,0,17,RENT,0
19713.0,36,10.26,70621.0,16.71,7,0,23.82,1,0,17,RENT,1
17461.0,36,12.83,76077.0,21.57,5,0,95.86,0,0,3,MORTGAGE,0
11897.0,36,9.98,52404.0,0.0,6,0,18.87,0,3,0,MORTGAGE,0
7089.0,36,11.42,55174.0,13.73,1,0,44.88,0,0,11,RENT,1
11277.0,60,8.84,70508.0,21.43,2,0,36.09,0,0,0,RENT,0
14726.0,60,12.43,10843.0,19.81,9,0,11.64,0,0,17,MORTGAGE,1
20828.0,36,14.34,114882.0,13.82,4,1,67.2,1,0,23,MORTGAGE,0
9817.0,60,11.15,134826.0,9.16,5,1,57.47,1,0,10,MORTGAGE,0
14577.0,36,5.0,75111.0,23.03,4,0,51.1,0,0,1,MORTGAGE,0
18376.0,60,14.36,89964.0,15.42,8,0,29.32,0,0,27,RENT,0
3094.0,36,12.48,102432.0,22.36,3,0,59.08,1,0,21,MORTGAGE,0
20169.0,36,8.03,30260.0,21.04,1,0,38.47,1,0,2,OWN,1
9088.0,36,15.09,97848.0,14.42,4,0,57.03,0,0,27,RENT,0
16660.0,60,6.41,57207.0,26.58,5,0,80.9,0,0,14,OWN,1
16233.0,36,16.18,138722.0,13.25,3,1,0.0,0,0,17,RENT,1
20423.0,36,11.77,64352.0,27.52,6,1,70.05,0,0,25,RENT,1
17755.0,36,5.0,97245.0,28.57,2,0,104.34,1,0,7,MORTGAGE,0
3114.0,36,12.71,64648.0,26.4,4,0,88.02,1,0,6,RENT,1
11076.0,60,10.38,135901.0,16.56,6,0,64.32,2,0,28,OTHER,0
15691.0,36,9.77,54629.0,38.38,9,0,75.59,0,0,3,RENT,1
14025.0,36,9.05,104953.0,19.21,7,0,23.76,2,0,15,MORTGAGE,1
17388.0,36,11.49,88800.0,19.93,6,0,51.01,2,0,8,RENT,0
18947.0,36,10.06,82129.0,17.82,6,0,41.25,0,0,5,RENT,1
18042.0,36,5.0,76870.0,8.96,3,0,33.32,1,1,27,MORTGAGE,0
13929.0,36,17.09,49990.0,28.36,5,1,69.71,3,0,12,RENT,1
5768.0,36,11.02,5000.0,13.42,8,0,40.06,1,0,30,MORTGAGE,1
12723.0,36,9.07,102232.0,25.36,7,1,0.0,1,0,23,OTHER,0
17082.0,36,7.49,55335.0,27.28,12,1,55.96,0,0,20,RENT,1
9548.0,36,15.08,105088.0,22.83,1,0,44.31,0,0,17,MORTGAGE,0
18156.0,36,6.81,80551.0,12.46,3,0,62.33,0,0,4,MORTGAGE,0
19542.0,60,12.54,106008.0,15.27,6,0,34.76,1,1,17,OWN,0
15634.0,60,9.67,94057.0,0.0,6,0,1.93,0,0,29,RENT,0
1000.0,36,9.9,5000.0,17.07,6,0,20.64,0,0,1,MORTGAGE,1
8610.0,36,7.59,88447.0,24.42,5,0,22.12,1,0,26,MORTGAGE,0
24431.0,60,9.52,59690.0,16.1,4,0,19.31,0,0,13,MORTGAGE,0
12267.0,36,12.04,104950.0,13.28,6,0,30.93,0,0,13,MORTGAGE,0
5079.0,36,12.94,87736.0,15.62,6,0,63.18,1,0,21,MORTGAGE,0
21176.0,36,8.86,88089.0,27.72,8,0,10.47,0,0,23,MORTGAGE,0
15067.0,36,11.64,61833.0,17.57,5,0,67.08,4,0,5,RENT,1
20525.0,36,15.55,42622.0,32.86,1,0,13.26,1,0,22,MORTGAGE,1
16385.0,36,5.35,57013.0,13.43,5,1,35.47,0,1,30,MORTGAGE,0
17293.0,36,11.97,16003.0,19.74,4,0,44.11,2,0,7,RENT,0
16815.0,60,8.2,52290.0,14.53,7,0,37.51,0,0,0,RENT,0
18487.0,36,7.79,26075.0,34.6,10,0,60.55,0,1,7,RENT,1
26387.0,36,13.04,26868.0,19.44,4,1,42.29,0,0,8,RENT,1
19855.0,36,9.82,73494.0,35.02,2,0,41.08,0,0,14,MORTGAGE,1
7098.0,36,7.13,86021.0,14.64,3,0,0.0,1,0,1,MORTGAGE,0
17233.0,36,17.3,69046.0,30.22,5,0,55.02,3,0,17,MORTGAGE,0
20707.0,36,15.68,55036.0,18.94,6,0,91.97,0,0,7,RENT,1
21014.0,36,5.0,41578.0,24.69,10,0,32.7,1,0,17,MORTGAGE,0
12867.0,36,6.1,60484.0,8.24,3,0,61.51,0,0,9,MORTGAGE,1
20825.0,60,14.37,45333.0,20.79,3,0,24.4,1,0,28,RENT,1
19639.0,36,10.86,68115.0,9.45,3,1,69.64,1,0,14,MORTGAGE,0
27863.0,60,18.0,24354.0,20.06,5,0,57.97,0,1,30,MORTGAGE,0
11250.0,36,14.47,91040.0,5.85,4,0,35.84,0,0,26,MORTGAGE,1
12463.0,36,13.2,52989.0,17.25,8,1,34.19,0,0,22,MORTGAGE,1
13469.0,36,7.91,81288.0,26.76,0,1,61.13,1,0,9,RENT,0
12549.0,36,13.97,96617.0,22.38,7,1,46.02,1,0,26,RENT,0
10550.0,36,6.9,79836.0,8.13,3,0,14.22,0,0,6,OWN,1
1187.0,36,17.22,93974.0,2.81,4,0,6.8,1,1,25,MORTGAGE,0
12827.0,36,13.69,8001.0,21.98,7,0,59.71,0,0,6,OWN,1
16847.0,36,8.7,55214.0,30.65,6,0,25.92,0,0,16,RENT,0
12534.0,60,15.22,103092.0,10.29,4,0,45.88,0,1,2,OWN,1
24677.0,36,20.97,85277.0,34.78,2,0,59.7,1,0,17,MORTGAGE,1
15067.0,36,11.13,125454.0,17.95,3,0,14.94,0,1,4,MORTGAGE,0
21455.0,60,14.2,121131.0,2.33,6,1,19.64,0,0,26,RENT,1
16307.0,60,10.27,78988.0,5.51,4,0,85.57,1,0,9,MORTGAGE,0
19132.0,36,12.34,62441.0,24.16,7,0,34.69,3,0,30,MORTGAGE,0
16396.0,36,5.97,41247.0,19.04,6,1,70.48,0,0,7,OWN,1
21844.0,36,12.0,55726.0,29.86,3,0,107.68,0,0,23,RENT,1
15280.0,36,12.17,57753.0,8.42,4,1,50.98,0,0,2,OWN,1
17481.0,36,19.2,52203.0,18.95,9,0,23.45,1,0,17,RENT,1
16832.0,36,5.0,42450.0,18.05,4,0,48.18,2,0,29,RENT,1
13559.0,36,10.88,82047.0,16.86,1,1,40.28,0,0,6,OTHER,0
17025.0,36,17.15,120899.0,14.94,4,0,46.68,1,0,2,RENT,0
26172.0,60,11.03,97998.0,15.1,1,0,62.93,1,0,18,RENT,0
13648.0,60,11.31,60327.0,19.4,5,0,65.79,1,0,22,MORTGAGE,1
17097.0,60,8.67,100421.0,20.42,9,2,0.0,1,0,8,MORTGAGE,0
21289.0,36,8.27,80400.0,20.02,2,0,74.75,2,0,8,RENT,0
20701.0,36,5.0,68779.0,27.65,2,0,51.84,1,0,18,OWN,1
15059.0,36,9.48,66906.0,8.39,2,0,30.66,1,0,17,OTHER,1
3083.0,36,8.04,64002.0,3.51,4,0,63.35,0,0,8,MORTGAGE,0
17584.0,36,12.47,89532.0,26.14,5,0,18.74,3,0,0,OTHER,0
3903.0,36,8.85,74190.0,10.45,10,0,19.9,3,0,12,RENT,0
22350.0,36,10.08,48147.0,14.96,8,0,71.47,0,0,0,MORTGAGE,1
15847.0,36,10.19,46694.0,13.1,1,0,46.68,0,1,25,OWN,1
19998.0,36,11.81,79177.0,12.93,0,1,84.19,0,0,10,MORTGAGE,0
10489.0,36,9.89,82860.0,6.33,6,1,27.85,0,0,2,OWN,0
7237.0,36,7.75,60606.0,13.44,7,1,52.28,0,0,21,MORTGAGE,0
16304.0,36,12.34,36040.0,23.19,4,0,54.69,0,0,22,RENT,0
14832.0,60,16.27,107529.0,17.97,9,0,55.15,0,0,30,OWN,1
12542.0,36,12.51,101158.0,22.04,9,0,60.52,0,0,23,RENT,1
15423.0,36,9.56,10379.0,14.03,2,0,56.49,1,0,14,RENT,1
28837.0,60,11.51,110187.0,25.22,3,0,45.48,2,0,11,RENT,0
19173.0,36,5.0,63731.0,13.93,4,0,0.0,0,0,21,MORTGAGE,1
20247.0,36,11.44,75700.0,1.13,7,0,66.6,1,0,5,MORTGAGE,0
19220.0,36,10.4,104147.0,20.53,2,0,0.0,0,0,17,MORTGAGE,0
22397.0,36,8.27,119576.0,24.14,3,0,14.16,0,0,10,RENT,1
14050.0,36,8.99,100086.0,13.53,7,0,27.38,3,0,29,MORTGAGE,1
4726.0,60,10.36,77231.0,27.59,3,1,67.58,0,0,5,MORTGAGE,0
14057.0,60,15.97,28731.0,11.19,4,0,39.44,2,0,17,RENT,0
19059.0,36,16.37,9213.0,23.37,8,0,91.87,0,1,8,RENT,1
10151.0,36,8.29,96345.0,31.96,7,0,10.33,1,1,8,RENT,1
14118.0,36,9.93,110261.0,18.29,6,1,17.51,2,0,21,MORTGAGE,1
11541.0,36,10.03,45561.0,16.19,2,0,0.0,0,0,21,RENT,1
22510.0,36,15.24,61907.0,17.15,4,0,16.33,1,0,25,MORTGAGE,1
18747.0,36,12.58,53282.0,31.03,4,0,29.18,0,0,26,OWN,0
18258.0,60,12.37,52483.0,21.22,10,0,81.62,0,0,27,RENT,1
18108.0,36,14.15,102249.0,35.15,5,0,71.14,3,0,26,OWN,1
14814.0,36,9.61,76551.0,20.23,4,0,50.96,1,0,3,RENT,0
15988.0,36,17.46,63125.0,12.77,9,0,37.22,0,0,24,RENT,1
9074.0,36,11.99,149726.0,13.33,7,1,64.12,1,0,27,RENT,0
4068.0,36,8.58,26967.0,18.49,5,0,76.82,0,0,2,MORTGAGE,1
15750.0,36,11.08,86437.0,1.67,6,0,28.83,1,0,25,MORTGAGE,1
16620.0,36,16.93,38531.0,14.2,9,0,31.32,2,0,14,RENT,1
21046.0,60,10.3,65277.0,14.38,9,0,34.21,0,0,11,OWN,1
22857.0,36,15.8,74459.0,19.92,3,0,1.64,1,1,13,RENT,0
22850.0,60,9.5,95338.0,33.53,8,1,75.27,1,0,14,MORTGAGE,1
10010.0,36,8.94,62165.0,18.44,4,2,30.41,3,0,30,OWN,0
13239.0,36,14.64,58992.0,2.62,7,0,37.77,0,0,27,MORTGAGE,1
17402.0,36,8.5,61627.0,10.69,5,0,81.4,1,0,4,OWN,0
27660.0,36,15.29,37601.0,20.1,9,0,31.51,3,0,28,MORTGAGE,0
22400.0,36,13.41,88969.0,18.74,7,0,76.65,0,2,14,RENT,1
20597.0,36,8.51,78440.0,31.0,2,0,1.3,0,0,26,RENT,0
13061.0,36,11.71,83055.0,25.68,7,0,59.04,0,0,22,MORTGAGE,1
10584.0,36,9.8,67914.0,25.44,5,0,33.86,2,0,21,OWN,1
18945.0,60,13.4,64214.0,16.26,7,0,5.52,3,0,1,OTHER,1
9497.0,60,19.55,105268.0,26.79,5,0,16.61,0,0,12,RENT,0
13808.0,36,10.52,100654.0,10.83,4,0,48.51,1,0,27,MORTGAGE,0
14426.0,36,14.14,112444.0,25.75,7,0,21.0,0,0,10,OWN,0
22965.0,60,12.1,81178.0,15.74,5,0,54.58,0,1,21,RENT,0
13227.0,36,12.1,110580.0,6.42,6,0,26.37,1,0,11,MORTGAGE,0
2804.0,36,11.34,57518.0,22.75,3,0,4.51,0,0,4,MORTGAGE,0
17522.0,36,8.57,63974.0,29.18,7,0,69.25,0,0,13,MORTGAGE,0
11505.0,36,13.34,105853.0,14.75,3,0,52.36,1,0,21,RENT,1
15213.0,36,10.85,95303.0,30.5,4,0,0.0,0,1,28,RENT,0
14566.0,36,8.38,61286.0,4.75,4,0,61.33,1,0,19,MORTGAGE,1
13631.0,36,16.06,38612.0,8.43,4,0,48.05,2,0,14,OTHER,1
18952.0,36,12.4,63881.0,16.83,6,1,34.21,1,1,3,RENT,0
7336.0,36,11.09,49454.0,15.03,6,0,35.2,1,0,26,MORTGAGE,0
12415.0,36,17.36,121735.0,12.66,3,0,78.51,2,0,29,RENT,0
18420.0,36,5.0,92801.0,19.07,3,0,52.98,0,0,16,MORTGAGE,0
11930.0,60,17.09,47022.0,13.77,2,0,79.73,0,0,15,OWN,0
6956.0,60,8.48,38650.0,15.13,7,0,56.89,1,0,25,MORTGAGE,1
18343.0,36,12.85,46651.0,20.23,6,0,50.87,1,0,16,MORTGAGE,1
20615.0,36,9.65,53235.0,12.66,4,0,26.07,1,0,4,OWN,0
14775.0,36,8.31,64999.0,17.15,8,0,48.94,0,0,21,MORTGAGE,1
5196.0,36,17.26,103436.0,12.84,4,0,70.53,1,0,5,MORTGAGE,0
18530.0,36,19.42,41004.0,8.36,4,0,47.03,0,0,6,MORTGAGE,0
6701.0,36,11.12,138686.0,24.11,8,1,93.41,1,1,7,RENT,0
16544.0,36,13.34,41701.0,31.66,5,1,70.49,1,0,18,RENT,0
10563.0,36,12.23,27729.0,26.52,4,0,15.04,1,0,5,MORTGAGE,1
9201.0,60,18.92,120649.0,20.65,13,0,32.88,0,0,10,MORTGAGE,0
12790.0,36,5.0,109638.0,12.87,3,0,61.83,4,0,25,RENT,1
14084.0,36,13.51,64530.0,15.7,5,0,6.83,1,0,27,RENT,1
11779.0,36,9.09,81440.0,26.46,4,0,42.09,0,0,9,RENT,1
17944.0,36,5.0,82197.0,0.0,4,1,21.68,0,0,27,OWN,1
12770.0,36,10.56,74101.0,15.09,7,0,46.02,0,0,10,RENT,0
19901.0,36,19.39,31106.0,23.87,5,0,21.88,1,0,23,RENT,1
16406.0,36,9.38,5000.0,8.89,3,0,71.34,0,0,0,OWN,1
11512.0,36,15.16,44658.0,21.39,6,0,32.27,0,1,5,RENT,1
10670.0,36,16.79,124485.0,21.02,3,0,61.62,2,0,9,OWN,0
6763.0,36,11.95,125662.0,6.37,9,0,7.66,0,0,14,RENT,0
16454.0,36,12.48,62145.0,18.7,6,0,37.38,1,0,17,OWN,0
13227.0,36,5.13,41261.0,13.06,6,0,13.01,0,1,29,OTHER,1
3139.0,36,9.14,78344.0,21.33,1,0,74.83,0,0,1,RENT,1
12321.0,36,15.63,83169.0,23.36,6,0,25.64,2,0,11,RENT,0
10495.0,36,12.24,88022.0,21.19,6,0,42.82,0,0,12,RENT,0
22878.0,36,13.47,5000.0,18.58,5,0,53.8,2,0,10,RENT,1
6486.0,36,12.53,164733.0,20.31,4,0,26.34,2,0,15,MORTGAGE,0
7793.0,36,20.77,103974.0,8.59,6,0,14.99,1,0,6,RENT,0
20550.0,60,10.28,64064.0,17.75,4,0,49.64,1,0,13,RENT,0
21784.0,36,18.42,48446.0,11.63,3,0,0.0,0,0,2,MORTGAGE,1
11275.0,60,12.53,99619.0,26.25,5,0,78.54,0,0,4,OWN,1
11840.0,36,18.78,84862.0,23.47,7,0,41.58,2,0,2,RENT,1
18081.0,36,7.1,72764.0,23.44,0,0,8.15,1,0,18,RENT,1
3365.0,60,12.74,83750.0,31.71,7,0,38.38,1,0,5,MORTGAGE,0
5694.0,36,10.43,66618.0,15.36,1,0,59.44,2,0,26,RENT,0
13596.0,36,12.56,82056.0,13.61,6,0,24.57,2,0,12,MORTGAGE,0
22749.0,60,16.89,91791.0,15.17,3,0,0.0,0,0,7,MORTGAGE,0
12821.0,36,13.52,80300.0,5.18,4,0,41.92,1,0,17,MORTGAGE,0
15505.0,36,16.88,78728.0,5.81,4,0,64.03,1,0,1,MORTGAGE,1
20669.0,36,9.32,111786.0,22.97,7,1,50.83,1,0,16,RENT,0
25534.0,36,8.71,22087.0,6.84,4,0,55.07,0,0,16,RENT,1
12116.0,36,12.06,46064.0,9.4,2,0,68.92,0,0,13,RENT,1
14916.0,36,11.85,70797.0,17.19,9,0,84.57,0,0,23,OTHER,0
24110.0,60,11.26,48104.0,14.7,4,0,0.0,1,0,26,RENT,1
7389.0,36,8.17,58119.0,25.09,7,0,11.88,0,0,22,RENT,1
20138.0,36,16.79,108632.0,18.48,6,0,49.2,1,0,25,RENT,0
9908.0,36,10.55,65531.0,11.61,2,0,51.93,1,1,13,MORTGAGE,0
15512.0,36,17.7,15124.0,25.77,4,0,6.28,0,0,12,RENT,1
13787.0,60,12.05,57300.0,23.83,5,0,25.45,0,2,1,MORTGAGE,1
10210.0,36,14.59,71743.0,6.71,6,0,88.05,1,0,15,RENT,1
10084.0,36,14.23,71191.0,20.02,8,0,36.15,2,1,29,OWN,0
16382.0,60,8.7,86681.0,12.28,4,1,50.26,0,0,27,OTHER,0
19978.0,60,13.47,84232.0,12.07,5,1,89.77,0,0,3,RENT,0
14351.0,60,19.71,65835.0,32.96,6,0,47.35,0,0,5,RENT,1
15351.0,36,13.01,34209.0,18.99,4,0,64.68,0,0,27,RENT,1
17856.0,36,15.61,56766.0,16.26,4,0,59.28,1,0,10,RENT,0
10142.0,36,14.77,51317.0,18.68,3,0,36.6,0,0,17,OWN,0
18698.0,36,13.23,61447.0,24.99,3,0,35.17,0,1,18,OTHER,0
19097.0,60,12.75,90735.0,12.39,6,0,74.54,1,0,12,RENT,0
28018.0,36,14.19,82123.0,13.75,7,0,44.8,1,0,13,MORTGAGE,1
13119.0,36,15.05,94720.0,23.25,3,0,19.78,1,0,26,MORTGAGE,0
12710.0,60,6.59,58478.0,5.87,4,0,72.06,1,0,17,MORTGAGE,0
18845.0,60,12.99,115251.0,25.93,12,0,0.0,1,0,30,RENT,0
19096.0,36,11.26,90185.0,5.16,3,0,84.46,1,0,1,OWN,0
12325.0,60,10.43,73367.0,16.03,5,0,40.34,2,0,3,RENT,0
12984.0,36,17.18,88100.0,5.21,9,0,45.2,2,0,15,OWN,0
17706.0,36,9.07,49727.0,9.55,7,0,47.08,1,0,20,RENT,1
10862.0,36,6.42,6737.0,28.38,6,0,78.27,3,0,29,OWN,0
12947.0,60,15.18,51799.0,26.36,7,0,49.35,0,0,29,RENT,0
15448.0,60,6.32,92424.0,27.21,5,2,44.43,0,0,29,RENT,1
19980.0,36,5.0,72406.0,6.41,4,0,21.19,0,0,13,RENT,0
11977.0,36,15.63,65895.0,9.59,4,0,27.16,2,1,21,RENT,1
5788.0,36,12.63,44565.0,20.72,4,1,61.05,2,0,8,RENT,1
5417.0,36,13.89,11325.0,23.72,4,0,50.57,0,0,28,MORTGAGE,1
8703.0,60,10.23,112745.0,11.6,6,0,87.18,2,0,26,RENT,0
8434.0,36,6.46,63763.0,13.37,3,1,24.63,1,0,23,RENT,1
14227.0,36,7.26,57114.0,8.95,5,0,16.15,1,0,20,MORTGAGE,1
9056.0,36,10.91,49851.0,31.27,5,0,52.49,1,0,5,MORTGAGE,1
11486.0,36,6.91,107636.0,14.2,9,0,42.86,3,0,21,MORTGAGE,0
11130.0,36,13.23,96441.0,18.25,3,0,15.04,0,0,21,MORTGAGE,0
12797.0,60,10.15,40983.0,18.67,6,1,32.02,2,0,9,MORTGAGE,1
21613.0,36,12.74,104936.0,26.84,2,0,62.62,1,0,30,RENT,0
18310.0,36,12.62,65648.0,10.38,5,0,11.99,3,0,10,RENT,1
15081.0,36,13.55,51684.0,27.35,4,0,16.56,0,0,20,OWN,1
12695.0,60,14.0,61192.0,7.77,8,0,26.79,0,0,30,MORTGAGE,1
12834.0,60,10.62,46501.0,27.33,3,1,27.31,0,0,24,OTHER,1
16639.0,60,12.74,30374.0,4.28,5,0,64.83,0,0,24,OTHER,0
17921.0,36,12.94,93284.0,17.16,4,0,31.12,0,0,21,RENT,0
10462.0,60,5.0,63379.0,31.0,3,0,85.78,0,0,2,MORTGAGE,0
15182.0,36,14.59,88516.0,23.58,5,0,18.92,0,0,1,MORTGAGE,1
4842.0,36,12.6,78616.0,21.37,2,0,54.12,1,0,22,MORTGAGE,0
16059.0,36,14.26,86456.0,9.61,7,1,44.0,1,0,0,RENT,1
18811.0,36,6.85,8620.0,12.12,7,0,45.08,3,0,20,MORTGAGE,1
13600.0,60,10.74,43997.0,28.76,3,0,0.0,0,0,23,MORTGAGE,1
24083.0,60,7.63,87081.0,21.78,8,0,17.56,0,1,7,MORTGAGE,1
10594.0,36,14.98,31755.0,25.12,6,0,40.81,2,0,9,MORTGAGE,1
16087.0,36,6.38,81192.0,18.59,5,0,0.0,5,0,26,RENT,1
14821.0,60,8.29,28279.0,15.75,5,0,0.0,1,0,14,RENT,1
14499.0,60,14.14,70493.0,24.13,3,0,14.13,1,0,21,RENT,0
14428.0,36,9.48,118300.0,20.07,5,0,53.43,0,0,10,MORTGAGE,0
15536.0,36,8.29,93238.0,16.64,6,0,56.93,1,0,4,RENT,0
19240.0,36,15.63,14478.0,6.69,4,0,14.41,2,0,6,RENT,1
21889.0,60,15.79,95451.0,25.63,4,0,39.97,0,0,7,MORTGAGE,0
14989.0,36,14.89,124667.0,21.52,6,1,55.59,0,0,9,RENT,0
19077.0,36,15.39,153910.0,13.15,4,0,78.13,1,0,21,RENT,0
11491.0,36,11.07,84252.0,27.43,4,0,77.15,0,0,13,MORTGAGE,0
18830.0,36,11.18,29067.0,19.95,8,0,67.78,0,0,15,MORTGAGE,1
11190.0,36,9.41,83040.0,20.11,4,0,31.52,0,0,9,MORTGAGE,0
20453.0,60,12.67,117881.0,25.07,3,0,43.77,1,0,18,MORTGAGE,0
26053.0,36,9.89,64387.0,23.35,11,0,46.78,1,0,29,MORTGAGE,1
14390.0,36,10.27,101293.0,20.35,5,0,39.59,0,0,25,MORTGAGE,1
4037.0,36,14.4,44812.0,16.49,9,1,10.59,0,0,29,MORTGAGE,1
12260.0,60,16.74,81171.0,33.87,3,0,81.03,0,0,13,RENT,1
21159.0,36,13.59,5000.0,12.13,7,1,55.82,1,1,3,RENT,1
17765.0,36,19.18,41490.0,23.97,1,0,66.75,1,0,8,OWN,1
16245.0,36,9.18,69816.0,17.33,6,0,61.51,1,0,7,MORTGAGE,0
20043.0,36,5.0,59099.0,21.64,5,0,34.16,0,1,16,MORTGAGE,0
17422.0,36,14.86,30981.0,27.87,8,0,7.52,0,1,3,MORTGAGE,1
21089.0,36,8.91,55010.0,15.51,8,1,63.77,1,0,13,MORTGAGE,1
19597.0,60,10.91,79890.0,22.81,7,0,62.16,2,0,18,OTHER,0
22609.0,60,5.0,67413.0,20.12,3,0,52.24,0,0,12,RENT,0
16794.0,36,8.4,71828.0,12.87,4,0,98.81,2,1,16,RENT,0
19526.0,60,5.99,91959.0,28.06,9,0,30.84,0,0,15,RENT,1
13464.0,36,10.26,59705.0,23.69,4,0,37.13,1,0,3,OWN,1
11993.0,36,10.42,110775.0,14.52,5,0,50.17,1,0,5,RENT,0
23534.0,60,12.36,40322.0,26.83,4,0,32.57,0,0,20,OWN,1
16081.0,36,16.96,127840.0,11.35,11,0,39.13,0,0,14,RENT,0
19024.0,36,14.71,103391.0,17.77,6,0,70.81,1,0,10,OTHER,0
15619.0,36,5.51,59320.0,14.57,4,0,28.81,1,1,16,RENT,1
12067.0,36,14.43,61320.0,24.01,5,1,30.52,0,0,14,RENT,1
15055.0,60,12.45,76202.0,14.16,5,0,59.44,0,1,19,OWN,1
22180.0,36,11.61,87960.0,24.07,8,0,12.01,3,0,22,OWN,1
17776.0,36,11.91,102836.0,22.76,6,0,42.95,1,0,3,MORTGAGE,0
6443.0,36,12.82,29782.0,15.0,4,0,41.64,0,2,0,MORTGAGE,0
13924.0,60,9.23,83123.0,32.64,7,0,60.67,0,0,20,RENT,1
23911.0,36,11.27,6505.0,12.04,8,0,65.08,1,0,27,OTHER,1
13931.0,36,16.74,64681.0,6.73,7,0,41.0,0,0,21,OWN,1
5998.0,36,9.18,113617.0,24.85,5,0,42.85,2,0,3,OWN,0
24465.0,36,7.88,27472.0,0.8,6,1,44.12,1,0,26,OWN,1
18412.0,36,11.75,22023.0,29.93,6,0,37.3,0,0,16,MORTGAGE,0
14650.0,36,7.48,76624.0,18.81,8,0,77.3,0,1,0,RENT,0
13143.0,36,5.11,111623.0,6.58,4,0,57.54,0,0,29,OTHER,0
20412.0,36,10.62,79762.0,10.41,6,0,76.66,1,0,1,RENT,1
12290.0,60,17.79,12861.0,4.93,5,0,23.08,0,1,29,OTHER,1
20741.0,36,11.85,19506.0,21.06,8,2,76.28,0,0,23,RENT,1
17711.0,36,12.71,72932.0,7.38,3,0,47.99,0,0,23,MORTGAGE,1
16223.0,36,5.0,34623.0,22.02,3,1,62.1,0,0,27,MORTGAGE,0
15728.0,36,13.75,74101.0,15.56,3,0,0.0,0,0,19,RENT,0
14125.0,36,12.37,75880.0,14.2,5,1,85.66,2,0,3,RENT,1
20228.0,36,9.34,55307.0,22.07,9,0,56.01,1,0,15,MORTGAGE,1
10673.0,36,12.72,124443.0,22.99,5,0,91.59,0,0,4,RENT,1
6890.0,36,12.68,87714.0,27.17,8,0,72.8,2,0,4,MORTGAGE,0
18072.0,36,7.76,106348.0,12.93,4,0,0.0,1,0,2,MORTGAGE,0
18156.0,36,13.33,97617.0,17.76,3,0,83.04,1,0,15,RENT,0
17401.0,60,16.79,65498.0,12.92,3,0,49.67,0,0,20,RENT,1
17039.0,36,11.09,64167.0,19.3,7,0,61.05,1,0,10,RENT,1
13397.0,60,8.53,61071.0,11.77,4,0,58.55,1,0,21,RENT,0
18937.0,36,11.29,90433.0,14.61,7,0,42.53,1,0,28,RENT,0
14772.0,36,15.42,50489.0,14.65,1,0,34.89,1,0,9,RENT,1
12564.0,36,7.09,121751.0,20.35,9,0,62.64,0,1,0,MORTGAGE,0
13441.0,36,14.31,47624.0,18.02,6,0,24.19,0,0,22,RENT,0
25103.0,36,9.29,76434.0,22.05,6,0,45.71,1,0,18,OWN,0
6325.0,36,12.97,63128.0,17.14,8,0,80.05,0,0,2,RENT,0
17499.0,60,9.74,56476.0,13.36,2,0,14.51,1,0,25,MORTGAGE,0
6604.0,36,9.73,135170.0,19.53,9,0,40.03,0,0,19,RENT,0
14459.0,60,18.09,56828.0,10.66,2,0,74.2,1,0,1,MORTGAGE,1
